station_id,latitude,longitude,elevation,state,name,gsn_flag,hcn_crn_flag,wmo_id,country_code
ASN00007036,-26.3475,118.9583,500.0,,KILLARA,,,,AS
ASN00007037,-28.5564,117.7803,400.0,,KIRKALOCKA,,,,AS
ASN00007038,-26.275,117.7842,500.0,,KOONMARRA,,,,AS
ASN00007039,-27.6,117.9,-999.9,,LAKE AUSTIN,,,,AS
ASN00007040,-27.5958,117.75,400.0,,LAKESIDE,,,,AS
ASN00007041,-25.1303,116.9047,400.0,,LANDOR,,,,AS
ASN00007042,-26.9367,117.5928,600.0,,MADOONGA,,,,AS
ASN00007043,-26.4458,116.5467,450.0,,MANFRED,,,,AS
ASN00007044,-28.3,116.2,-999.9,,MARLOO,,,,AS
ASN00007045,-26.6136,118.5372,517.0,,MEEKATHARRA AIRPORT,GSN,,94430.0,AS
ASN00007046,-26.5933,118.4883,511.0,,MEEKATHARRA POST OFFICE,,,,AS
ASN00007047,-28.4467,118.2675,450.0,,MEELINE STATION,,,,AS
ASN00007048,-27.4222,116.825,350.0,,MEKA STATION,,,,AS
ASN00007049,-26.3736,117.3339,400.0,,MILEURA,,,,AS
ASN00007050,-25.0942,118.2983,600.0,,MILGUN,,,,AS
ASN00007051,-24.95,118.7133,540.0,,MINGAH,,,,AS
ASN00007052,-25.9214,117.6,600.0,,MOORARIE,,,,AS
ASN00007053,-24.3086,116.9111,337.0,,MOUNT AUGUSTUS,,,,AS
ASN00007054,-27.8794,117.5506,600.0,,MOUNT FARMER,,,,AS
ASN00007055,-25.8064,117.3906,600.0,,MOUNT GOULD,,,,AS
ASN00007056,-24.8567,116.895,250.0,,MOUNT JAMES,,,,AS
ASN00007057,-28.0619,117.8503,426.0,,MOUNT MAGNET,,,,AS
ASN00007058,-24.4,116.3078,300.0,,MOUNT PHILLIP,,,,AS
ASN00007059,-24.2297,118.2408,350.0,,MOUNT VERNON,,,,AS
ASN00007060,-27.4189,116.6897,350.0,,MOUNT WITTENOOM,,,,AS
ASN00007061,-24.8333,118.4717,600.0,,MULGUL,,,,AS
ASN00007062,-23.7942,120.2442,571.0,,MUNDIWINDI,,,,AS
ASN00007063,-28.5253,117.0344,350.0,,MURALGARRA,,,,AS
ASN00007064,-27.3636,116.4261,303.0,,MURGOO,,,,AS
ASN00007065,-28.6519,117.6083,400.0,,NALBARRA,,,,AS
ASN00007066,-26.9,118.4,448.0,,NANNINE,,,,AS
ASN00007067,-28.9464,118.1867,442.2,,NARNDEE,,,,AS
ASN00007068,-29.425,117.2906,330.0,,NINGHAN STATION,,,,AS
ASN00007069,-28.1233,116.8294,390.0,,NOONGALL,,,,AS
ASN00007070,-25.6381,118.7131,-999.9,,PEAK HILL,,,,AS
ASN00007071,-28.0531,116.6514,350.0,,PINDATHUNA,,,,AS
ASN00007072,-29.1886,117.9222,350.0,,PULLAGAROO,,,,AS
ASN00007073,-29.55,118.5,-999.9,,RPF 126 MILE,,,,AS
ASN00007074,-29.0167,118.45,-999.9,,DROMEDARY HILLS,,,,AS
ASN00007075,-26.85,118.7,-999.9,,RPF 180 MILE,,,,AS
ASN00007076,-27.95,118.6,-999.9,,RPF 206 MILE,,,,AS
ASN00007077,-27.15,118.25,-999.9,,REEDY,,,,AS
ASN00007078,-26.5597,118.5397,500.0,,SHERWOOD,,,,AS
ASN00007079,-23.5867,120.0517,600.0,,SYLVANIA,,,,AS
ASN00007080,-25.1256,119.1514,520.0,,THREE RIVERS,,,,AS
ASN00007081,-28.8928,117.1333,353.0,,THUNDELARRA,,,,AS
ASN00007082,-27.1192,118.0842,476.0,,TUCKANARRA,,,,AS
ASN00007083,-23.6239,118.6561,530.0,,TUREE CREEK,,,,AS
ASN00007084,-23.48,116.1108,500.0,,ULLAWARRA,,,,AS
ASN00007085,-27.8336,117.8792,450.0,,WANARIE,,,,AS
ASN00007086,-25.7,118.0,-999.9,,WANDARY,,,,AS
ASN00007087,-28.0097,118.5753,450.0,,WINDSOR,,,,AS
ASN00007088,-27.8058,116.5692,350.0,,WOOGALONG,,,,AS
ASN00007089,-27.0878,116.1606,300.0,,WOOLEEN,,,,AS
ASN00007090,-28.8439,117.8317,450.0,,WYDGEE,,,,AS
ASN00007091,-28.3392,116.6828,318.0,,YALGOO,,,,AS
ASN00007092,-26.3608,119.8233,500.0,,YANDIL,,,,AS
ASN00007093,-25.5786,117.9931,500.0,,YARLERWEELOR,,,,AS
ASN00007094,-24.6514,116.1647,299.0,,YINNETHARRA,,,,AS
ASN00007095,-28.2322,117.6556,400.0,,YOWERAGABBIE,,,,AS
ASN00007096,-27.9808,116.0347,300.0,,YUIN,,,,AS
ASN00007097,-27.8608,118.4183,300.0,,WONDINONG,,,,AS
ASN00007098,-28.8,117.6,-999.9,,COONATHAGO O.S.,,,,AS
ASN00007099,-27.1308,118.7803,450.0,,YARRABUBBA,,,,AS
ASN00007100,-25.6933,118.0803,487.0,,MOUNT PADBURY,,,,AS
ASN00007101,-26.2822,118.6933,500.0,,MUNARRA,,,,AS
ASN00007102,-23.5,120.5,-999.9,,MURRAMUNDA,,,,AS
ASN00007103,-25.48,119.6492,600.0,,NEDS CREEK,,,,AS
ASN00007104,-23.9958,117.5225,400.0,,PINGANDY,,,,AS
ASN00007105,-24.8094,118.1111,519.0,,WOODLANDS,,,,AS
ASN00007106,-28.415,116.2833,350.0,,WURARGA,,,,AS
ASN00007107,-27.1178,117.1175,450.0,,NOONDIE 2,,,,AS
ASN00007108,-28.325,118.545,450.0,,WINDIMURRA,,,,AS
ASN00007110,-27.95,117.8667,-999.9,,LENNONVILLE,,,,AS
ASN00007111,-24.2008,116.475,350.0,,COBRA STATION,,,,AS
ASN00007112,-26.0667,118.6667,-999.9,,BUNGALOW,,,,AS
ASN00007113,-25.3333,117.25,-999.9,,ERRIVILLA,,,,AS
ASN00007114,-28.4833,116.55,-999.9,,WEARAGAMINDA,,,,AS
ASN00007115,-28.0,118.0,-999.9,,WOOLARA,,,,AS
ASN00007116,-26.4,119.8,-999.9,,RPF 375,,,,AS
ASN00007117,-26.1667,116.25,-999.9,,YARRA YARRA,,,,AS
ASN00007118,-26.4,118.4,-999.9,,ABBOTTS,,,,AS
ASN00007119,-23.3856,117.0319,250.0,,ASHBURTON DOWNS,,,,AS
ASN00007120,-28.6,116.8,-999.9,,BADGA,,,,AS
ASN00007121,-24.7,119.75,-999.9,,BALD HILL,,,,AS
ASN00007122,-29.45,118.45,-999.9,,BUNGAR,,,,AS
ASN00007123,-27.4375,118.9292,500.0,,COGLA DOWNS,,,,AS
ASN00007124,-25.2806,116.2083,400.0,,DALGETY DOWNS,,,,AS
ASN00007125,-29.0,117.3,-999.9,,FIELDS FIND,,,,AS
ASN00007126,-28.7,116.3,-999.9,,GULLEWA POST OFFICE,,,,AS
ASN00007127,-28.6,116.3,-999.9,,GULLEWA HOUSE,,,,AS
ASN00007128,-26.9,119.25,-999.9,,GUM CREEK,,,,AS
ASN00007129,-27.8036,116.8856,420.0,,MELANGATA,,,,AS
ASN00007130,-26.0747,116.6942,500.0,,MILLY MILLY,,,,AS
ASN00007131,-26.95,117.5,-999.9,,MINDOOLAH,,,,AS
ASN00007132,-25.0964,117.5922,472.0,,MOUNT CLERE,,,,AS
ASN00007133,-24.95,117.75,-999.9,,MOUNT EDGERTON,,,,AS
ASN00007134,-26.795,118.9842,500.0,,MURCHISON DOWNS,,,,AS
ASN00007135,-28.2747,117.3919,350.0,,MURRUM STATION,,,,AS
ASN00007136,-27.2,118.0,-999.9,,LAKE VIEW DOWNS,,,,AS
ASN00007137,-26.3028,116.8789,370.0,,NOOKAWARRA,,,,AS
ASN00007139,-29.2708,117.6836,339.0,,PAYNES FIND,,,94404.0,AS
ASN00007140,-27.65,117.6,-999.9,,RPF TWO 64 MILE,,,,AS
ASN00007141,-29.3,116.9,-999.9,,ROTHESAY,,,,AS
ASN00007142,-25.97,118.6233,520.0,,CASHMAN,,,,AS
ASN00007143,-28.5,116.5,-999.9,,WAGGA WAGGA,,,,AS
ASN00007144,-29.0,117.0,-999.9,,WARRIDAH,,,,AS
ASN00007145,-29.1,117.0,-999.9,,WARRIEDAR,,,,AS
ASN00007146,-28.3831,117.6817,400.0,,WOGARNO,,,,AS
ASN00007147,-27.55,118.0167,-999.9,,YARRAQUIN,,,,AS
ASN00007148,-26.25,116.6,-999.9,,YEDDERADDA,,,,AS
ASN00007149,-26.5942,118.4883,501.0,,MEEKATHARRA,,,,AS
ASN00007150,-27.6467,117.8592,450.0,,MURRALEE,,,,AS
ASN00007151,-23.3683,119.7314,544.0,,NEWMAN,,,,AS
ASN00007152,-24.7103,119.6069,700.0,,KUMARINA,,,,AS
ASN00007153,-23.5531,119.1478,620.0,,PRAIRIE DOWNS,,,,AS
ASN00007154,-27.9369,118.1889,400.0,,WYNYANGOO,,,,AS
ASN00007155,-26.1317,118.6833,500.0,,KARALUNDI,,,,AS
ASN00007156,-27.9578,116.3383,400.0,,TARDIE STATION,,,,AS
ASN00007157,-27.7744,117.0156,450.0,,DALGARANGA,,,,AS
